epoch	time	lr	loss	acc	fscore_macro	multiclass_jaccard_index	val_loss	val_acc	val_fscore_macro	val_multiclass_jaccard_index
22	1.857707600998765	0.0005	0.4752166268335606	73.47895077215811	0.30476757884025574	0.2144247144460678	0.5680851453826541	62.43717338925316	0.14765256643295288	0.10199222713708878
23	1.9111000910015719	0.0005	0.4932631215727294	72.65138802684025	0.2905897796154022	0.20361338555812836	0.5447967180183956	69.07201058523995	0.17841042578220367	0.12169314920902252
24	1.8993574109990732	0.0005	0.4984090637072965	72.51574708163207	0.30525973439216614	0.21236756443977356	0.5681711151486352	64.27010091145833	0.13520701229572296	0.09225906431674957
25	2.0884512920001725	0.0005	0.46721660527082864	72.95152540801188	0.2961192727088928	0.20956459641456604	0.5637112472738538	68.38068062918526	0.14529557526111603	0.10035240650177002
26	2.1610710460008704	0.0005	0.47132213015761504	73.02496427315279	0.32187217473983765	0.22385427355766296	0.5926938440118518	68.16444433303107	0.10398785769939423	0.0733620896935463
27	1.849832261001211	0.0005	0.4681437156143811	72.71538245430332	0.3182767629623413	0.2192593514919281	0.5407862890334356	70.72371927897136	0.16883623600006104	0.12186914682388306
28	1.8760746580010164	0.0005	0.4621497704606028	73.18882633741248	0.33102869987487793	0.22812668979167938	0.5342580236139751	69.1371587117513	0.18075431883335114	0.12426524609327316
29	1.8564517509985308	0.0005	0.4382501896968227	74.40721945380598	0.34879836440086365	0.24305255711078644	0.5634479749770391	64.12807864234561	0.1649676263332367	0.11081099510192871
30	1.917742575999	0.0005	0.43154005878756946	72.78068485882586	0.3670717775821686	0.25393781065940857	0.5689824819564819	67.111814226423	0.1370122730731964	0.09435862302780151
31	1.9058711659999972	0.0005	0.4550664115818743	74.71178015191053	0.38744276762008667	0.2721646726131439	0.5680493102187202	69.25446246919178	0.1367536038160324	0.09875646233558655
32	1.855535967000833	0.0005	0.4199430158345211	75.52596586323634	0.39895808696746826	0.28077876567840576	0.5305074495928628	71.11856515066964	0.2047758400440216	0.14573292434215546
33	1.8811820520004403	0.0005	0.40531327851802024	74.99497889623444	0.4048570394515991	0.2842565178871155	0.5266276995340983	69.529540289016	0.1940736323595047	0.13314014673233032
34	1.8447790459995304	0.0005	0.4199376244661716	76.30306332189181	0.4348820149898529	0.3092746138572693	0.5494750894251323	68.62169029599144	0.1591978520154953	0.11187805235385895
35	1.8471457569994527	0.0005	0.39485432486152083	76.68439719089768	0.4396626055240631	0.31591176986694336	0.55853071808815	67.07347179594494	0.1700349599123001	0.11828985810279846
36	1.842786385999716	0.0005	0.4190303599710634	76.14056670418125	0.4289010465145111	0.30416423082351685	0.5827897716136206	63.398363385881694	0.12666143476963043	0.08913853019475937
37	1.8418422740014648	0.0005	0.4339170218928985	74.59754762734433	0.4059078097343445	0.2789950370788574	0.5534470748333704	59.63608151390439	0.17583367228507996	0.12232545018196106
38	1.848159160999785	0.0005	0.42452047159480766	74.84491324495491	0.41451776027679443	0.28915882110595703	0.5451972782611847	68.24525560651507	0.17624415457248688	0.11987651139497757
39	1.8491717010001594	0.0005	0.4129297047941904	76.15911994277546	0.45253801345825195	0.31628745794296265	0.5392547278177171	72.25594402494885	0.1930856704711914	0.14125272631645203
40	1.8736876160000975	0.0005	0.379154797477609	77.69465071228208	0.4886496961116791	0.3517088294029236	0.5579313295228141	68.42742156982422	0.17256511747837067	0.12014827877283096
41	1.8741213320008683	0.0005	0.3549804247760985	78.48599565771991	0.514944851398468	0.37615108489990234	0.5223786263238817	69.2189182099842	0.22847716510295868	0.15828296542167664
42	1.8377577169994765	0.0005	0.34830229068368407	78.0544997535049	0.5026118159294128	0.36388471722602844	0.5094798519497826	73.02770560128349	0.23126769065856934	0.15887422859668732
43	1.849388597998768	0.0005	0.32745301701371676	79.22938543257445	0.5409376621246338	0.3981662392616272	0.5258996373131162	69.55986495245071	0.1976795196533203	0.13597264885902405
44	1.8405374770009075	0.0005	0.3307510907554485	79.61287190015662	0.5514450073242188	0.4079422950744629	0.5320650410084498	71.68756430489677	0.20112460851669312	0.14380256831645966
45	1.8448165270001482	0.0005	0.3290925889057646	79.59458041544838	0.5574324727058411	0.41198617219924927	0.530158858923685	71.26282101585751	0.1978774517774582	0.1360534131526947
46	1.8530043060000025	0.0005	0.3196127218379465	80.94846780929792	0.5837480425834656	0.44038155674934387	0.5075767380850655	72.20640491303944	0.22700178623199463	0.15736210346221924
47	1.855757031000394	0.0005	0.30994200653421417	80.3968846239039	0.5706309676170349	0.4237254858016968	0.53292496857189	72.08303033737909	0.21619173884391785	0.144657701253891
48	1.8743221540007653	0.0005	0.3069932482451289	80.93410845114146	0.5895534753799438	0.44322988390922546	0.5528298772516704	71.40683891659691	0.18797567486763	0.12706337869167328
49	1.8880004590009776	0.0005	0.3010376019276214	81.4184691431968	0.5926329493522644	0.44729751348495483	0.5631602520034427	71.59963807605561	0.15912596881389618	0.10970233380794525
50	1.8778904110004078	0.0005	0.28988665450662815	81.41880619490536	0.6091786623001099	0.4616326093673706	0.526500281833467	71.33105904715401	0.21620938181877136	0.1565515100955963
51	1.970526287001121	0.0005	0.29256328960289235	82.18856543249476	0.6228005290031433	0.47524887323379517	0.5255153420425597	71.71185956682477	0.20636241137981415	0.14252382516860962
52	1.8689572470011626	0.0005	0.282069610337829	82.81927738133099	0.6400302648544312	0.4976070523262024	0.52483978725615	72.35635412307013	0.2230970561504364	0.15481333434581757
53	1.8769604089993663	0.0005	0.2828896358078594	82.38361754827754	0.6326462626457214	0.4892309010028839	0.5663891718501136	70.83893476213727	0.14756128191947937	0.10069870203733444
54	1.883377231999475	0.0005	0.2792243624122631	82.54170238370358	0.6389837265014648	0.4943903088569641	0.5078142200197492	68.30124954950242	0.2156938761472702	0.15100452303886414
55	1.851987948999522	0.0005	0.2651028174586395	82.96802973535011	0.6556272506713867	0.509598433971405	0.5207012494405111	72.960938226609	0.21167762577533722	0.14853057265281677
56	1.8423405009998532	0.0005	0.2673745656535251	83.620628639923	0.6750872731208801	0.5294159054756165	0.53471582702228	73.3609117780413	0.2187940776348114	0.1584317684173584
57	1.8357377679985802	0.0005	0.24646960311632835	84.58621985551511	0.6995614171028137	0.5608556270599365	0.5435723037946791	73.57235863095238	0.1729183942079544	0.11621151864528656
58	1.8436822410003515	0.0005	0.22208282068504423	85.57315043101325	0.7205536365509033	0.585728108882904	0.5460263859658014	70.57619004022507	0.19554400444030762	0.13532467186450958
59	4.091731677999633	0.0005	0.24150018555385777	84.30405009464977	0.6897208094596863	0.5485737323760986	0.5143898867425465	73.26273491269066	0.23272550106048584	0.15641902387142181
60	2.0068516720002663	0.0005	0.2242812530223269	84.83230409707089	0.7082993388175964	0.568545401096344	0.5068539494559878	72.9011495681036	0.2489282488822937	0.17674590647220612
61	1.8394184429998859	0.0005	0.22544255770897653	85.67855370858302	0.7142955660820007	0.5784595012664795	0.501663856563114	75.30910164969308	0.2495838850736618	0.17489609122276306
62	2.984854713000459	0.0005	0.23730741259959756	84.95981351133624	0.7068879008293152	0.5660415887832642	0.5195239399160657	71.33143325079055	0.20346760749816895	0.13943709433078766
63	1.9115073809989553	0.0005	0.22307107363238887	85.0231876882672	0.7148324847221375	0.5744706392288208	0.5148074045067742	74.56528981526692	0.23510083556175232	0.1646173894405365
64	1.8759270789996663	0.0005	0.22582829700512067	85.77640513072028	0.7290814518928528	0.5933130979537964	0.510334251891999	71.75580269949776	0.23502805829048157	0.16365501284599304
65	1.8546574390002206	0.0005	0.22384377801099942	85.90466616486229	0.7254741787910461	0.5894289612770081	0.5356223313581376	74.99463798886254	0.20447783172130585	0.14446094632148743
66	1.8596530289996736	0.0005	0.20874076332200528	86.60770436635003	0.7510073781013489	0.6211963891983032	0.5319006968112219	75.6389872233073	0.23426216840744019	0.16183726489543915
67	1.8846950429997378	0.0005	0.20176835932965095	87.10421207326102	0.7579419016838074	0.6292315721511841	0.5113450388113657	74.7079336983817	0.24664075672626495	0.17351561784744263
68	1.8658185610001965	0.0005	0.18810700662765728	87.58987933874837	0.7640683054924011	0.637587308883667	0.5221618626798902	74.77052161807106	0.22653649747371674	0.15664160251617432
69	2.053573299999698	0.0005	0.20067662383134005	87.60103346827476	0.7697826027870178	0.6460051536560059	0.5431493747802008	73.82295227050781	0.20597204566001892	0.1426648497581482
70	1.8656168399993476	0.0005	0.19726235094516142	87.28515964587294	0.7592008709907532	0.6330970525741577	0.5178812926723844	74.65971919468471	0.21317259967327118	0.15583810210227966
71	1.8796575449996453	0.0005	0.20512158996273572	87.54698040789596	0.7606055736541748	0.6344096660614014	0.5390636296499343	74.04735056559245	0.1940525323152542	0.13601258397102356
72	1.8526100079998287	0.0005	0.23174647398801515	85.56155925263991	0.7124680876731873	0.5709846019744873	0.5086659476870582	72.86494591122582	0.2274482697248459	0.15948224067687988
73	1.8559718340002291	0.0005	0.23609867307304983	84.97342726031114	0.7029997706413269	0.5591486096382141	0.5253752498399644	73.8230972290039	0.22778937220573425	0.16065354645252228
74	1.8537137870007427	0.0005	0.22122871873552086	85.03409807335375	0.7192769050598145	0.579033613204956	0.5454056149437314	72.86992572602772	0.2103518694639206	0.14473342895507812
75	1.8577541399990878	0.0005	0.20050210235999671	86.77966978712676	0.7451621294021606	0.6138997077941895	0.5252110674267724	74.05759974888393	0.21936862170696259	0.1546224057674408
76	1.8435066379988712	0.0005	0.20566102543995005	87.03629112809631	0.743112325668335	0.6119624972343445	0.5438018654073987	74.48409888857887	0.20101474225521088	0.14335237443447113
77	1.8508633769997687	0.0005	0.18697986983934567	87.24863567408893	0.7656123042106628	0.6386456489562988	0.5133198911235446	75.93247767857143	0.24037201702594757	0.17180733382701874
78	2.0818020030001207	0.0005	0.18716643186899604	87.87032779387975	0.7742404341697693	0.6513347625732422	0.5292101346311116	75.15716189429874	0.23037832975387573	0.1639326512813568
79	1.9824082299983274	0.0005	0.18865122805274911	88.14599385247386	0.7759876251220703	0.6576402187347412	0.5253768322013673	75.4756604149228	0.23346617817878723	0.1707092523574829
80	1.840005526000823	0.0005	0.17378350353913066	88.40160983394091	0.7874553203582764	0.6708422303199768	0.5331670798006511	75.51812780471076	0.21822626888751984	0.15726783871650696
81	1.8630244430005405	0.0005	0.17371539906418995	88.83091760742911	0.7940417528152466	0.6789846420288086	0.5200321291174207	75.99017987932477	0.24926580488681793	0.17408277094364166
82	1.8431960079997225	0.0005	0.1626057667044221	89.18868463895441	0.8050872683525085	0.6934211850166321	0.5482501884301504	75.78988865443638	0.20398907363414764	0.141816645860672
83	1.8498189179990732	0.0005	0.1556256517038324	89.03160117853997	0.8030803799629211	0.6895567178726196	0.5243183729194459	76.117922101702	0.24690622091293335	0.1801096349954605
84	1.8476939599986508	0.0005	0.17332650707808023	88.97387412323089	0.7987516522407532	0.6831374764442444	0.5348417106128874	75.78679911295573	0.22813376784324646	0.1605812907218933
85	1.8440873409999767	0.0005	0.1623928167522838	88.96637474535481	0.7954309582710266	0.6817312240600586	0.5305409417265937	75.36348106747582	0.22060339152812958	0.15813250839710236
86	4.782262853999782	0.0005	0.1739156745838482	88.68037326258084	0.8033784627914429	0.690039873123169	0.5323600825809297	75.62095496768043	0.2194145917892456	0.15788675844669342
87	2.004506211000262	0.0005	0.1543460985098465	88.87950695728335	0.7999677062034607	0.6839257478713989	0.5510258915878478	75.78087216331845	0.208425834774971	0.14676755666732788
88	2.029082881999784	0.0005	0.14585595434249685	89.22304994486913	0.8036014437675476	0.689515233039856	0.5490652720133463	75.56012180873326	0.19885261356830597	0.1434313803911209
89	1.8446115520000603	0.0005	0.15714626832248904	89.63892310167986	0.8129869103431702	0.7032212018966675	0.5344797387009576	74.63490440731957	0.2210696041584015	0.1548914611339569
90	1.8454846200002066	0.0005	0.17138524826627102	89.25080412007227	0.810389518737793	0.6991333961486816	0.5485334254446483	74.38625844319661	0.201075479388237	0.13809728622436523
91	1.8490344540005026	0.0005	0.17405048264770903	89.04135050334988	0.8003144264221191	0.6841116547584534	0.5468334867840722	75.29192533947173	0.19892509281635284	0.138759583234787
92	1.8451827629996842	0.0005	0.17201153056292576	89.1441711969121	0.8018741607666016	0.6871344447135925	0.5457222561041514	74.92796761648995	0.19956472516059875	0.13977621495723724
93	1.8776595429990266	0.0005	0.15132382439134381	90.10675291067061	0.819750964641571	0.7130813598632812	0.5461722910404205	76.03844088599796	0.1972324401140213	0.1340927630662918
94	1.8386246469999605	0.0005	0.16490523101491109	89.63385256532392	0.8129093050956726	0.7026318311691284	0.5351143138749259	74.88473728724888	0.2051657885313034	0.13944783806800842
95	2.869531037998968	0.0005	0.18812608022452815	88.10963396927016	0.7730751037597656	0.6470938920974731	0.5616183408669063	70.97967311314174	0.1662757247686386	0.11189904063940048
96	1.840870272999382	0.0005	0.18708854716945472	87.69984252658017	0.7639915347099304	0.6366279125213623	0.5657981818630582	72.86684236072358	0.15459007024765015	0.10515713691711426
97	2.8282105139987834	0.0005	0.19132078149375292	88.10485038417737	0.768276572227478	0.6406176686286926	0.5128967761993408	73.79491315569196	0.22741921246051788	0.155883327126503
98	1.844886070000939	0.0005	0.17561995151842383	87.99271064554549	0.7747588157653809	0.6500349640846252	0.5677642467476073	74.74684470040458	0.1667029708623886	0.11683489382266998
99	1.882333818999541	0.0005	0.16876299338807693	89.30550776178829	0.798272430896759	0.6818475723266602	0.5643734903562636	73.5149903070359	0.15922383964061737	0.11442357301712036
100	1.8540256270007376	0.0005	0.16360534068738672	89.2260789276938	0.8029072880744934	0.6874098777770996	0.5127052820864177	74.8990246000744	0.21741263568401337	0.15270940959453583
